GENE_ENTREZ_ID	GENE_SYMBOL	DISEASE_IDS
OMIM:613152	Muscular Dystrophy-dystroglycanopathy (congenital Without Mental Retardation), Type B, 4
OMIM:609308	Muscular Dystrophy-dystroglycanopathy (limb-girdle), Type C, 1
OMIM:616094	Muscular Dystrophy-dystroglycanopathy (limb-girdle), Type C, 12
OMIM:615352	Muscular Dystrophy-dystroglycanopathy (limb-girdle), Type C, 14
OMIM:612937	Muscular Dystrophy-dystroglycanopathy (limb-girdle), Type C, 15
OMIM:613158	Muscular Dystrophy-dystroglycanopathy (limb-girdle), Type C, 2
OMIM:613157	Muscular Dystrophy-dystroglycanopathy (limb-girdle), Type C, 3
OMIM:611588	Muscular Dystrophy-dystroglycanopathy (limb-girdle), Type C, 4
OMIM:607155	Muscular Dystrophy-dystroglycanopathy (limb-girdle), Type C, 5
OMIM:616052	Muscular Dystrophy-dystroglycanopathy (limb-girdle), Type C, 7
OMIM:618135	Muscular Dystrophy-dystroglycanopathy (limb-girdle), Type C, 8
OMIM:613818	Muscular Dystrophy-dystroglycanopathy (limb-girdle), Type C, 9
OMIM:254120	Muscular Hypertonia, Lethal
ORPHA:324416	Muscular Hypertrophy-hepatomegaly-polyhydramnios Syndrome
OMIM:159100	Muscular Hypoplasia, Congenital Universal, Of Krabbe
ORPHA:2349	Muscular Pseudohypertrophy-hypothyroidism Syndrome
OMIM:254150	Musk, Inability To Smell
ORPHA:139578	Mutilating Hereditary Sensory Neuropathy With Spastic Paraplegia
ORPHA:659	Mutilating Palmoplantar Keratoderma With Periorificial Keratotic Plaques
ORPHA:247798	Mutyh-related Attenuated Familial Adenomatous Polyposis
ORPHA:2582	Myalgia-eosinophilia Syndrome Associated With Tryptophan
OMIM:254200	Myasthenia Gravis
ORPHA:589	Myasthenia Gravis
OMIM:254190	Myasthenia, Congenital, Refractory To Acetylcholinesterase Inhibitors
OMIM:159400	Myasthenia, Limb-girdle, Autoimmune
OMIM:254300	Myasthenia, Limb-girdle, Familial
OMIM:616326	Myasthenic Syndrome, Congenital, 11, Associated With Acetylcholine Receptor Deficiency
OMIM:614750	Myasthenic Syndrome, Congenital, 13
OMIM:616228	Myasthenic Syndrome, Congenital, 14
OMIM:616227	Myasthenic Syndrome, Congenital, 15
OMIM:614198	Myasthenic Syndrome, Congenital, 16
OMIM:616304	Myasthenic Syndrome, Congenital, 17
OMIM:616330	Myasthenic Syndrome, Congenital, 18
OMIM:616720	Myasthenic Syndrome, Congenital, 19
OMIM:608930	Myasthenic Syndrome, Congenital, 1b, Fast-channel
OMIM:617143	Myasthenic Syndrome, Congenital, 20, Presynaptic
OMIM:617239	Myasthenic Syndrome, Congenital, 21, Presynaptic
OMIM:616224	Myasthenic Syndrome, Congenital, 22
OMIM:618197	Myasthenic Syndrome, Congenital, 23, Presynaptic
OMIM:618198	Myasthenic Syndrome, Congenital, 24, Presynaptic
OMIM:618323	Myasthenic Syndrome, Congenital, 25, Presynaptic
OMIM:616313	Myasthenic Syndrome, Congenital, 2a, Slow-channel
OMIM:616314	Myasthenic Syndrome, Congenital, 2c, Associated With Acetylcholine Receptor Deficiency
OMIM:616321	Myasthenic Syndrome, Congenital, 3a, Slow-channel
OMIM:616322	Myasthenic Syndrome, Congenital, 3b, Fast-channel
OMIM:616323	Myasthenic Syndrome, Congenital, 3c, Associated With Acetylcholine Receptor Deficiency
OMIM:605809	Myasthenic Syndrome, Congenital, 4a, Slow-channel
OMIM:616324	Myasthenic Syndrome, Congenital, 4b, Fast-channel
OMIM:608931	Myasthenic Syndrome, Congenital, 4c, Associated With Acetylcholine Receptor Deficiency
OMIM:603034	Myasthenic Syndrome, Congenital, 5
OMIM:254210	Myasthenic Syndrome, Congenital, 6, Presynaptic
OMIM:616040	Myasthenic Syndrome, Congenital, 7, Presynaptic
OMIM:615120	Myasthenic Syndrome, Congenital, 8
OMIM:616325	Myasthenic Syndrome, Congenital, 9, Associated With Acetylcholine Receptor Deficiency
OMIM:601462	Myasthenic Syndrome, Congenital, Slow-channel
OMIM:610542	Myasthenic Syndrome, Congenital, With Tubular Aggregates 1
ORPHA:2583	Mycetoma
OMIM:613796	Mycobacterial And Viral Infections, Susceptibility To, Autosomal Recessive
ORPHA:268249	Mycophenolate Mofetil Embryopathy
OMIM:254400	Mycosis Fungoides
OMIM:159500	Myelinated Optic Nerve Fibers
OMIM:159550	Myelocerebellar Disorder
OMIM:600080	Myelocytic Leukemia-like Syndrome, Familial, Chronic
OMIM:601347	Myelodysplasia, Immunodeficiency, Facial Dysmorphism, Short Stature,
OMIM:614286	Myelodysplastic Syndrome
ORPHA:86841	Myelodysplastic Syndrome Associated With Isolated Del(5q) Chromosome Abnormality
OMIM:254450	Myelofibrosismyelofibrosis With Myeloid Metaplasia, Included
OMIM:310350	Myelolymphatic Insufficiency
OMIM:254500	Myeloma, Multiple
OMIM:159580	Myelopathy, Htlv-1-associated
OMIM:254600	Myeloperoxidase Deficiency
OMIM:254700	Myeloproliferative Disease, Autosomal Recessive
OMIM:131440	Myeloproliferative Disorder, Chronic, With Eosinophilia
OMIM:159595	Myeloproliferative Syndrome, Transient
OMIM:616871	Myeloproliferative/lymphoproliferative Neoplasms, Familial (multiple Types), Susceptibility To
ORPHA:437572	Myh7-related Late-onset Scapuloperoneal Muscular Dystrophy
ORPHA:182050	Myh9-related Disease
OMIM:139210	Myhre Syndrome
ORPHA:2588	Myhre Syndrome
OMIM:545000	Myoclonic Epilepsy Associated With Ragged-red Fibers
ORPHA:86909	Myoclonic Epilepsy Of Infancy
OMIM:254780	Myoclonic Epilepsy Of Lafora
OMIM:254800	Myoclonic Epilepsy Of Unverricht And Lundborg
OMIM:605021	Myoclonic Epilepsy, Familial Infantile
OMIM:159600	Myoclonic Epilepsy, Hartung Type
OMIM:604827	Myoclonic Epilepsy, Juvenile, 2
OMIM:611364	Myoclonic Epilepsy, Juvenile, Susceptibility To, 4
OMIM:310370	Myoclonic Epilepsy, Progressive
ORPHA:1942	Myoclonic-astastic Epilepsy
OMIM:616421	Myoclonic-atonic Epilepsy
OMIM:159700	Myoclonus And Ataxia
OMIM:159800	Myoclonus, Cerebellar Ataxia, And Deafness
OMIM:614937	Myoclonus, Familial Cortical
OMIM:618364	Myoclonus, Familial, 2
OMIM:617235	Myoclonus, Intractable, Neonatal
ORPHA:2589	Myoclonus-cerebellar Ataxia-deafness Syndrome
ORPHA:36899	Myoclonus-dystonia Syndrome
OMIM:228550	Myofibromatosis, Infantile, 1
OMIM:615293	Myofibromatosis, Infantile, 2
OMIM:160010	Myoglobinuria, Autosomal Dominant
OMIM:550500	Myoglobinuria, Recurrent
ORPHA:2596	Myopathy And Diabetes Mellitus
OMIM:254960	Myopathy Due To Malate-aspartate Shuttle Defect
OMIM:615511	Myopathy Due To Myoadenylate Deaminase Deficiency
OMIM:255125	Myopathy With Exercise Intolerance, Swedish Type
OMIM:615673	Myopathy With Extrapyramidal Signs
OMIM:255140	Myopathy With Giant Abnormal Mitochondria
OMIM:160570	Myopathy With Storage Of Glycoproteins And Glycosaminoglycans
OMIM:614399	Myopathy, Areflexia, Respiratory Distress, And Dysphagia, Early-onset
OMIM:609500	Myopathy, Autophagic Vacuolar, Infantile-onset
OMIM:255200	Myopathy, Centronuclear, 2
OMIM:614807	Myopathy, Centronuclear, 4
OMIM:615959	Myopathy, Centronuclear, 5
OMIM:617760	Myopathy, Centronuclear, 6, With Fiber-type Disproportion
OMIM:160150	Myopathy, Centronuclear, Autosomal Dominant
OMIM:310400	Myopathy, Centronuclear, X-linked
OMIM:255300	Myopathy, Congenital
OMIM:255995	Myopathy, Congenital, Bailey-bloch
OMIM:612540	Myopathy, Congenital, Compton-north
OMIM:618414	Myopathy, Congenital, With Fast-twitch (type Ii) Fiber Atrophy
OMIM:255310	Myopathy, Congenital, With Fiber-type Disproportion
OMIM:300580	Myopathy, Congenital, With Fiber-type Disproportion, X-linked
OMIM:610099	Myopathy, Distal 3
OMIM:160500	Myopathy, Distal, 1
OMIM:614065	Myopathy, Distal, 4
OMIM:617030	Myopathy, Distal, 5
OMIM:160300	Myopathy, Distal, Infantile-onset
OMIM:614321	Myopathy, Distal, Tateyama Type
OMIM:606768	Myopathy, Distal, With Anterior Tibial Onset
OMIM:617158	Myopathy, Distal, With Rimmed Vacuoles
OMIM:254950	Myopathy, Granulovacuolar Lobular, With Electrical Myotonia
OMIM:616209	Myopathy, Isolated Mitochondrial, Autosomal Dominant
OMIM:600462	Myopathy, Lactic Acidosis, And Sideroblastic Anemia 1
OMIM:613561	Myopathy, Lactic Acidosis, And Sideroblastic Anemia 2
OMIM:613076	Myopathy, Mitochondrial Progressive, With Congenital Cataract, Hearingloss, And Developmental Delay
OMIM:617675	Myopathy, Mitochondrial, And Ataxia
OMIM:551000	Myopathy, Mitochondrial, Lethal Infantile
OMIM:601419	Myopathy, Myofibrillar, 1
OMIM:608810	Myopathy, Myofibrillar, 2, Mfm2
OMIM:609452	Myopathy, Myofibrillar, 4
OMIM:612954	Myopathy, Myofibrillar, 6
OMIM:617114	Myopathy, Myofibrillar, 7
OMIM:617258	Myopathy, Myofibrillar, 8
OMIM:603689	Myopathy, Myofibrillar, 9, With Early Respiratory Failure
OMIM:613869	Myopathy, Myofibrillar, Fatal Infantile Hypertonic, Alpha-b Crystallin-related
OMIM:608358	Myopathy, Myosin Storage
OMIM:255160	Myopathy, Myosin Storage, Autosomal Recessive
OMIM:605637	Myopathy, Proximal, And Ophthalmoplegia
OMIM:300718	Myopathy, Reducing Body, X-linked, Childhood-onset
OMIM:300717	Myopathy, Reducing Body, X-linked, Early-onset, Severe
OMIM:616852	Myopathy, Scapulohumeroperoneal
OMIM:182920	Myopathy, Spheroid Body
OMIM:160565	Myopathy, Tubular Aggregate, 1
OMIM:615883	Myopathy, Tubular Aggregate, 2
OMIM:616231	Myopathy, Vacuolar, With Casq1 Aggregates
OMIM:310440	Myopathy, X-linked, With Excessive Autophagy
OMIM:300696	Myopathy, X-linked, With Postural Muscle Atrophy
ORPHA:2601	Myopathy-growth Delay-intellectual Disability-hypospadias Syndrome
OMIM:310460	Myopia 1, X-linked
OMIM:609259	Myopia 10
OMIM:612717	Myopia 15
OMIM:608367	Myopia 17
OMIM:613969	Myopia 19, Autosomal Dominant
OMIM:160700	Myopia 2, Autosomal Dominant
OMIM:614167	Myopia 21, Autosomal Dominant
OMIM:615420	Myopia 22, Autosomal Dominant
OMIM:615431	Myopia 23, Autosomal Recessive
OMIM:615946	Myopia 24, Autosomal Dominant
OMIM:617238	Myopia 25, Autosomal Dominant
OMIM:301010	Myopia 26, X-linked, Female-limited
OMIM:603221	Myopia 3
OMIM:608474	Myopia 5
OMIM:608908	Myopia 6
OMIM:609256	Myopia 7
OMIM:609257	Myopia 8
OMIM:609258	Myopia 9
OMIM:614292	Myopia, High, With Cataract And Vitreoretinal Degeneration
OMIM:255500	Myopia, Infantile Severe
OMIM:255600	Myosclerosis, Autosomal Recessive
OMIM:160750	Myositis
OMIM:609200	Myotilinopathy
OMIM:160800	Myotonia Congenita, Autosomal Dominant
OMIM:255700	Myotonia Congenita, Autosomal Recessive
ORPHA:99734	Myotonia Fluctuans
ORPHA:99735	Myotonia Permanens
OMIM:255710	Myotonia With Skeletal Abnormalities And Mental Retardation
OMIM:608390	Myotonia, Potassium-aggravated
OMIM:160900	Myotonic Dystrophy 1
OMIM:160990	Myotonic Myopathy With Cylindrical Spirals
OMIM:255900	Myxedema
OMIM:613488	Myxoid Liposarcoma
ORPHA:99967	Myxoid/round Cell Liposarcoma
OMIM:255960	Myxoma, Intracardiac
ORPHA:251643	Myxopapillary Ependymoma
OMIM:310465	N Syndrome
ORPHA:2608	N Syndrome
OMIM:614063	N-acetylaspartate Deficiency
OMIM:237310	N-acetylglutamate Synthase Deficiency
OMIM:608156	Nablus Mask-like Facial Syndrome
OMIM:161000	Naegeli Syndrome
ORPHA:69087	Naegeli-franceschetti-jadassohn Syndrome
ORPHA:245	Nager Syndrome
OMIM:161050	Nail Disorder, Nonsyndromic Congenital, 1
OMIM:614157	Nail Disorder, Nonsyndromic Congenital, 10
OMIM:151600	Nail Disorder, Nonsyndromic Congenital, 3
OMIM:164800	Nail Disorder, Nonsyndromic Congenital, 5
OMIM:107000	Nail Disorder, Nonsyndromic Congenital, 6
OMIM:605779	Nail Disorder, Nonsyndromic Congenital, 7
OMIM:607523	Nail Disorder, Nonsyndromic Congenital, 8
OMIM:614149	Nail Disorder, Nonsyndromic Congenital, 9
ORPHA:2614	Nail-patella Syndrome
OMIM:161200	Nail-patella Syndrome
OMIM:256020	Nail-patella-like Renal Disease
ORPHA:2613	Nail-patella-like Renal Disease
ORPHA:2615	Nakajo-nishimura Syndrome
OMIM:302350	Nance-horan Syndrome
ORPHA:627	Nance-horan Syndrome
ORPHA:35612	Nanophthalmos
OMIM:600165	Nanophthalmos 1
OMIM:609549	Nanophthalmos 2
OMIM:615972	Nanophthalmos 4
OMIM:161400	Narcolepsy 1
OMIM:609039	Narcolepsy 3
OMIM:614250	Narcolepsy 7
ORPHA:2073	Narcolepsy Type 1
ORPHA:83465	Narcolepsy Type 2
ORPHA:644	Narp Syndrome
OMIM:161470	Nasal Alar Collapse, Bilateral
OMIM:161480	Nasal Bones, Absence Of
OMIM:161500	Nasal Groove, Familial Transverse
OMIM:161530	Nasal Hyperpigmentation, Familial Transverse
OMIM:255980	Nasodigitoacoustic Syndrome
ORPHA:2399	Nasopalpebral Lipoma-coloboma Syndrome
OMIM:167730	Nasopalpebral Lipoma-coloboma Syndrome
OMIM:607107	Nasopharyngeal Carcinoma
OMIM:161550	Nasopharyngeal Carcinoma
OMIM:617075	Nasopharyngeal Carcinoma, Susceptibility To, 3
ORPHA:2770	Nasu-hakola Disease
OMIM:243185	Natal Teeth - Intestinal Pseudoobstruction - Patent Ductus
ORPHA:2663	Nathalie Syndrome
OMIM:255990	Nathalie Syndrome
ORPHA:168572	Native American Myopathy
OMIM:609981	Natural Killer Cell And Glucocorticoid Deficiency With Dna Repair Defect
OMIM:256810	Navajo Neurohepatopathy
ORPHA:34217	Naxos Disease
OMIM:601214	Naxos Disease
OMIM:161700	Necrotizing Encephalomyelopathy, Subacute, Of Leigh, Adult
ORPHA:199244	Nelson Syndrome
OMIM:609284	Nemaline Myopathy 1
OMIM:616165	Nemaline Myopathy 10
OMIM:617336	Nemaline Myopathy 11, Autosomal Recessive
OMIM:256030	Nemaline Myopathy 2
OMIM:161800	Nemaline Myopathy 3
OMIM:609285	Nemaline Myopathy 4
OMIM:605355	Nemaline Myopathy 5
OMIM:609273	Nemaline Myopathy 6
OMIM:610687	Nemaline Myopathy 7
OMIM:615348	Nemaline Myopathy 8
OMIM:615731	Nemaline Myopathy 9
ORPHA:217563	Neonatal Acute Respiratory Distress Due To Sp-b Deficiency
ORPHA:44	Neonatal Adrenoleukodystrophy
ORPHA:446	Neonatal Hemochromatosis
ORPHA:59303	Neonatal Ichthyosis-sclerosing Cholangitis Syndrome
ORPHA:247598	Neonatal Intrahepatic Cholestasis Due To Citrin Deficiency
ORPHA:398124	Neonatal Lupus Erythematosus
ORPHA:284979	Neonatal Marfan Syndrome
ORPHA:417	Neonatal Severe Primary Hyperparathyroidism
ORPHA:94058	Neovascular Glaucoma
ORPHA:654	Nephroblastoma
ORPHA:223	Nephrogenic Diabetes Insipidus
OMIM:221995	Nephrogenic Diabetes Insipidus - Intracranial Calcification
ORPHA:3145	Nephrogenic Diabetes Insipidus-intracranial Calcification Syndrome
OMIM:300539	Nephrogenic Syndrome Of Inappropriate Antidiuresis
OMIM:167030	Nephrolithiasis, Calcium Oxalate
OMIM:310468	Nephrolithiasis, X-linked Recessive, With Renal Failure
OMIM:612286	Nephrolithiasis/osteoporosis, Hypophosphatemic, 1
OMIM:612287	Nephrolithiasis/osteoporosis, Hypophosphatemic, 2
ORPHA:655	Nephronophthisis
OMIM:256100	Nephronophthisis 1
OMIM:613550	Nephronophthisis 11
OMIM:613820	Nephronophthisis 12
OMIM:614377	Nephronophthisis 13
OMIM:614844	Nephronophthisis 14
OMIM:614845	Nephronophthisis 15
OMIM:615382	Nephronophthisis 16
OMIM:615862	Nephronophthisis 18
OMIM:616217	Nephronophthisis 19
OMIM:602088	Nephronophthisis 2
OMIM:617271	Nephronophthisis 20
OMIM:604387	Nephronophthisis 3
OMIM:606966	Nephronophthisis 4
OMIM:611498	Nephronophthisis 7
OMIM:613824	Nephronophthisis 9
OMIM:613159	Nephronophthisis-like Nephropathy 1
ORPHA:411629	Nephropathic Infantile Cystinosis
OMIM:609057	Nephropathy With Pretibial Epidermolysis Bullosa And Deafness
OMIM:256120	Nephropathy, Deafness, And Hyperparathyroidism
OMIM:602114	Nephropathy, Progressive Tubulointerstitial, With Cholestatic Liverdisease
ORPHA:2668	Nephropathy-deafness-hyperparathyroidism Syndrome
OMIM:256150	Nephrosialidosis
OMIM:256200	Nephrosis With Deafness And Urinary Tract And Digital Malformations
ORPHA:2669	Nephrosis-deafness-urinary Tract-digital Malformations Syndrome
OMIM:256300	Nephrotic Syndrome, Type 1
OMIM:616730	Nephrotic Syndrome, Type 11
OMIM:616892	Nephrotic Syndrome, Type 12
OMIM:616893	Nephrotic Syndrome, Type 13
OMIM:617575	Nephrotic Syndrome, Type 14
OMIM:617609	Nephrotic Syndrome, Type 15
OMIM:617783	Nephrotic Syndrome, Type 16
OMIM:618176	Nephrotic Syndrome, Type 17
OMIM:618177	Nephrotic Syndrome, Type 18
OMIM:618178	Nephrotic Syndrome, Type 19
OMIM:600995	Nephrotic Syndrome, Type 2
OMIM:301028	Nephrotic Syndrome, Type 20
OMIM:610725	Nephrotic Syndrome, Type 3
OMIM:256370	Nephrotic Syndrome, Type 4
OMIM:614199	Nephrotic Syndrome, Type 5, With Or Without Ocular Abnormalities
OMIM:614196	Nephrotic Syndrome, Type 6
OMIM:615008	Nephrotic Syndrome, Type 7
OMIM:615244	Nephrotic Syndrome, Type 8
OMIM:615573	Nephrotic Syndrome, Type 9
OMIM:614008	Nestor-guillermo Progeria Syndrome
OMIM:256500	Netherton Syndrome
ORPHA:634	Netherton Syndrome
OMIM:256520	Neu-laxova Syndrome
ORPHA:2671	Neu-laxova Syndrome
OMIM:616038	Neu-laxova Syndrome 2
ORPHA:2672	Neuhauser-eichner-opitz Syndrome
OMIM:601634	Neural Tube Defects, Folate-sensitive
OMIM:182940	Neural Tube Defects, Susceptibility To
OMIM:301410	Neural Tube Defects, X-linkedspina Bifida, X-linked, Included
ORPHA:2901	Neuralgic Amyotrophy
OMIM:256550	Neuraminidase Deficiency
OMIM:256540	Neuraminidase Deficiency With Beta-galactosidase Deficiency
ORPHA:635	Neuroblastoma
OMIM:256700	Neuroblastoma, Susceptibility To
OMIM:613013	Neuroblastoma, Susceptibility To, 2
ORPHA:2481	Neurocutaneous Melanocytosis
ORPHA:88639	Neurodegeneration Due To 3-hydroxyisobutyryl-coa Hydrolase Deficiency
OMIM:613068	Neurodegeneration Due To Cerebral Folate Transport Deficiency
OMIM:617145	Neurodegeneration With Ataxia, Dystonia, And Gaze Palsy, Childhood-onset
ORPHA:385	Neurodegeneration With Brain Iron Accumulation
OMIM:234200	Neurodegeneration With Brain Iron Accumulation 1
OMIM:256600	Neurodegeneration With Brain Iron Accumulation 2a
OMIM:610217	Neurodegeneration With Brain Iron Accumulation 2b
OMIM:606159	Neurodegeneration With Brain Iron Accumulation 3
OMIM:614298	Neurodegeneration With Brain Iron Accumulation 4
OMIM:300894	Neurodegeneration With Brain Iron Accumulation 5
OMIM:615643	Neurodegeneration With Brain Iron Accumulation 6
OMIM:617916	Neurodegeneration With Brain Iron Accumulation 7
OMIM:617917	Neurodegeneration With Brain Iron Accumulation 8
OMIM:618170	Neurodegeneration, Childhood-onset, Stress-induced, With Variable Ataxia And Seizures
OMIM:617672	Neurodegeneration, Childhood-onset, With Brain Atrophy
OMIM:618276	Neurodegeneration, Childhood-onset, With Cerebellar Atrophy
OMIM:618451	Neurodegeneration, Early-onset, With Choreoathetoid Movements And Microcytic Anemia
ORPHA:529665	Neurodevelopmental Delay-seizures-ophthalmic Anomalies-osteopenia-cerebellar Atrophy Syndrome
OMIM:618354	Neurodevelopmental Disorder And Language Delay With Or Without Structural Brain Abnormalities
OMIM:617807	Neurodevelopmental Disorder With Ataxic Gait, Absent Speech, And Decreased Cortical White Matter
OMIM:618356	Neurodevelopmental Disorder With Central And Peripheral Motor Dysfunction
OMIM:618056	Neurodevelopmental Disorder With Cerebellar Atrophy And With Or Without Seizures
OMIM:618505	Neurodevelopmental Disorder With Coarse Facies And Mild Distal Skeletal Abnormalities
OMIM:617755	Neurodevelopmental Disorder With Dysmorphic Facies And Distal Limb Anomalies
OMIM:618090	Neurodevelopmental Disorder With Epilepsy And Hypoplasia Of The Corpus Callosum
OMIM:617393	Neurodevelopmental Disorder With Epilepsy, Cataracts, Feeding Difficulties, And Delayed Brain Myelination
OMIM:617519	Neurodevelopmental Disorder With Hypotonia, Neuropathy, And Deafness
OMIM:617268	Neurodevelopmental Disorder With Hypotonia, Seizures, And Absent Language
OMIM:618292	Neurodevelopmental Disorder With Impaired Intellectual Development, Hypotonia, And Ataxia
OMIM:618425	Neurodevelopmental Disorder With Impaired Speech And Hyperkinetic Movements
OMIM:617493	Neurodevelopmental Disorder With Involuntary Movements
OMIM:618492	Neurodevelopmental Disorder With Microcephaly And Structural Brain Anomalies
OMIM:617709	Neurodevelopmental Disorder With Microcephaly, Ataxia, And Seizures
OMIM:617913	Neurodevelopmental Disorder With Microcephaly, Cataracts, And Renal Abnormalities
OMIM:617862	Neurodevelopmental Disorder With Microcephaly, Epilepsy, And Brain Atrophy
OMIM:618367	Neurodevelopmental Disorder With Microcephaly, Epilepsy, And Hypomyelination
OMIM:617481	Neurodevelopmental Disorder With Microcephaly, Hypotonia, And Variable Brain Anomalies
OMIM:617802	Neurodevelopmental Disorder With Microcephaly, Seizures, And Cortical Atrophy
OMIM:617523	Neurodevelopmental Disorder With Midbrain And Hindbrain Malformations
OMIM:617865	Neurodevelopmental Disorder With Movement Abnormalities, Abnormal Gait, And Autistic Features
OMIM:616975	Neurodevelopmental Disorder With Or Without Anomalies Of The Brain, Eye, Or Heart
OMIM:614254	Neurodevelopmental Disorder With Or Without Hyperkinetic Movements And Seizures, Autosomal Dominant
OMIM:617820	Neurodevelopmental Disorder With Or Without Hyperkinetic Movements And Seizures, Autosomal Recessive
OMIM:617864	Neurodevelopmental Disorder With Or Without Seizures And Gait Abnormalities
OMIM:618443	Neurodevelopmental Disorder With Or Without Variable Brain Abnormalities
OMIM:617903	Neurodevelopmental Disorder With Poor Language And Loss Of Hand Skills
OMIM:617527	Neurodevelopmental Disorder With Progressive Microcephaly, Spasticity, And Brain Anomalies
OMIM:618088	Neurodevelopmental Disorder With Regression, Abnormal Movements, Loss Of Speech, And Seizures
OMIM:618497	Neurodevelopmental Disorder With Seizures And Nonepileptic Hyperkinetic Movements
OMIM:618480	Neurodevelopmental Disorder With Seizures And Speech And Walking Impairment
OMIM:617804	Neurodevelopmental Disorder With Severe Motor Impairment And Absent Language
OMIM:615075	Neurodevelopmental Disorder With Spastic Diplegia And Visual Defects
OMIM:617977	Neurodevelopmental Disorder With Spastic Quadriplegia And Brain Abnormalities With Or Without Seizures
OMIM:618076	Neurodevelopmental Disorder With Spasticity And Poor Growth
OMIM:617710	Neurodevelopmental Disorder, Mitochondrial, With Abnormal Movements And Lactic Acidosis, With Or Without Seizures
OMIM:301022	Neurodevelopmental Disorder, X-linked, With Craniofacial Abnormalities
ORPHA:33445	Neuroectodermal Melanolysosomal Disease
OMIM:603641	Neuroendocrine Carcinoma Of Salivary Glands, Sensorineural Hearing Loss, And Enamel Hypoplasia
ORPHA:100079	Neuroendocrine Neoplasm Of Appendix
ORPHA:100082	Neuroendocrine Tumor Of Anal Canal
ORPHA:100075	Neuroendocrine Tumor Of Stomach
ORPHA:100080	Neuroendocrine Tumor Of The Colon
ORPHA:100081	Neuroendocrine Tumor Of The Rectum
OMIM:256690	Neurofaciodigitorenal Syndrome
ORPHA:2673	Neurofaciodigitorenal Syndrome
ORPHA:157846	Neuroferritinopathy
ORPHA:252183	Neurofibroma
ORPHA:636	Neurofibromatosis Type 1
ORPHA:637	Neurofibromatosis Type 2
ORPHA:2678	Neurofibromatosis Type 6
OMIM:162210	Neurofibromatosis, Familial Spinal
OMIM:162200	Neurofibromatosis, Type I
OMIM:101000	Neurofibromatosis, Type Ii
OMIM:162260	Neurofibromatosis, Type Iii, Mixed Central And Peripheral
OMIM:162270	Neurofibromatosis, Type Iv, Of Riccardi
ORPHA:638	Neurofibromatosis-noonan Syndrome
OMIM:601321	Neurofibromatosis-noonan Syndrome
OMIM:162240	Neurofibromatosis-pheochromocytoma-duodenal Carcinoid Syndrome
ORPHA:1143	Neurogenic Arthrogryposis Multiplex Congenita
ORPHA:100073	Neurogenic Thoracic Outlet Syndrome
ORPHA:94093	Neuroleptic Malignant Syndrome
OMIM:256720	Neurologic Disease, Infantile Multisystem, With Osseous Fragility
OMIM:616263	Neurologic, Endocrine, And Pancreatic Disease, Multisystem, Infantile-onset
ORPHA:137754	Neurological Conditions Associated With Aminoacylase 1 Deficiency
ORPHA:71211	Neuromyelitis Optica
OMIM:137200	Neuromyotonia And Axonal Neuropathy, Autosomal Recessive
ORPHA:216	Neuronal Ceroid Lipofuscinosis
OMIM:601223	Neuronal Intestinal Dysplasia, Type B
ORPHA:99811	Neuronal Intestinal Pseudoobstruction
ORPHA:2289	Neuronal Intranuclear Inclusion Disease
OMIM:182960	Neuronopathy, Distal Hereditary Motor, Type I
OMIM:158590	Neuronopathy, Distal Hereditary Motor, Type Iia
OMIM:608634	Neuronopathy, Distal Hereditary Motor, Type Iib
OMIM:613376	Neuronopathy, Distal Hereditary Motor, Type Iic
OMIM:615575	Neuronopathy, Distal Hereditary Motor, Type Iid
OMIM:617721	Neuronopathy, Distal Hereditary Motor, Type Ix
OMIM:600794	Neuronopathy, Distal Hereditary Motor, Type Va
OMIM:614751	Neuronopathy, Distal Hereditary Motor, Type Vb
OMIM:158580	Neuronopathy, Distal Hereditary Motor, Type Viia
OMIM:607641	Neuronopathy, Distal Hereditary Motor, Type Viib
OMIM:551500	Neuropathy, Ataxia, And Retinitis Pigmentosa
OMIM:605253	Neuropathy, Congenital Hypomyelinating, 1, Autosomal Recessive
OMIM:618184	Neuropathy, Congenital Hypomyelinating, 2
OMIM:618186	Neuropathy, Congenital Hypomyelinating, 3
OMIM:162370	Neuropathy, Congenital, With Arthrogryposis Multiplex
OMIM:604484	Neuropathy, Hereditary Motor And Sensory, Okinawa Type
OMIM:605285	Neuropathy, Hereditary Motor And Sensory, Russe Type
OMIM:616505	Neuropathy, Hereditary Motor And Sensory, Type Vib
OMIM:618511	Neuropathy, Hereditary Motor And Sensory, Type Vic, With Optic Atrophy
OMIM:214370	Neuropathy, Hereditary Motor And Sensory, With Deafness, Mental Retardation,and Absent Sensory Large Myelinated Fibers
OMIM:608720	Neuropathy, Hereditary Sensory And Autonomic, Adult-onset, With Anosmia
OMIM:608088	Neuropathy, Hereditary Sensory And Autonomic, Type I, With Cough And Gastroesophageal Reflux
OMIM:162400	Neuropathy, Hereditary Sensory And Autonomic, Type Ia
OMIM:613640	Neuropathy, Hereditary Sensory And Autonomic, Type Ic
OMIM:201300	Neuropathy, Hereditary Sensory And Autonomic, Type Ii
OMIM:613115	Neuropathy, Hereditary Sensory And Autonomic, Type Iib
OMIM:223900	Neuropathy, Hereditary Sensory And Autonomic, Type Iii
OMIM:608654	Neuropathy, Hereditary Sensory And Autonomic, Type V
OMIM:614653	Neuropathy, Hereditary Sensory And Autonomic, Type Vi
